link,price,title,location,post-date,bedrooms,bathrooms,receptions,type,postcode
https://www.zoopla.co.uk//to-rent/details/52544741/,725,1 bed flat to rent,"114 Bradford Street, Birmingham B12",Listed on 3rd Nov 2021,1.0,1.0,1.0,flat,B12
https://www.zoopla.co.uk//to-rent/details/60114082/,900,3 bed property to rent,"Hollyhock Road, Birmingham B27",Listed on 3rd Nov 2021,3.0,1.0,1.0,property,B27
https://www.zoopla.co.uk//to-rent/details/60114068/,1000,3 bed property to rent,"Birchwood Crescent, Birmingham B12",Listed on 3rd Nov 2021,3.0,2.0,2.0,property,B12
https://www.zoopla.co.uk//to-rent/details/60114055/,900,3 bed property to rent,"Burnel Road, Birmingham B29",Listed on 3rd Nov 2021,3.0,2.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/60113982/,995,4 bed detached house to rent,"Lanchester Way, Birmingham B36",Listed on 3rd Nov 2021,4.0,1.0,3.0,detached house,B36
https://www.zoopla.co.uk//to-rent/details/60113979/,995,3 bed end terrace house to rent,"Westhouse Grove, Kings Heath, Birmingham B14",Listed on 3rd Nov 2021,3.0,1.0,1.0,end terrace house,B14
https://www.zoopla.co.uk//to-rent/details/60113954/,750,2 bed semi-detached house to rent,"Easmore Close, Birmingham B14",Listed on 3rd Nov 2021,2.0,1.0,1.0,semi-detached house,B14
https://www.zoopla.co.uk//to-rent/details/60113435/,895,2 bed flat to rent,"Ascot Way, Birmingham B31",Listed on 3rd Nov 2021,2.0,2.0,1.0,flat,B31
https://www.zoopla.co.uk//to-rent/details/50062123/,925,2 bed flat to rent,"Madison House, Wrentham Street, Birmingham B5",Listed on 3rd Nov 2021,2.0,1.0,1.0,flat,B5
https://www.zoopla.co.uk//to-rent/details/47714137/,485,3 bed property to rent,"Warwards Lane, Selly Oak, Birmingham B29",Listed on 3rd Nov 2021,3.0,1.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/49461552/,368,3 bed property to rent,"Winnie Road, Selly Oak, Birmingham B29",Listed on 3rd Nov 2021,3.0,1.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/49426771/,533,7 bed property to rent,"Teignmouth Road, Selly Oak, Birmingham B29",Listed on 3rd Nov 2021,7.0,7.0,2.0,property,B29
https://www.zoopla.co.uk//to-rent/details/47712947/,420,6 bed property to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 3rd Nov 2021,6.0,2.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/54321477/,399,5 bed end terrace house to rent,"Harrow Road, Selly Oak, Birmingham B29",Listed on 3rd Nov 2021,5.0,1.0,,end terrace house,B29
https://www.zoopla.co.uk//to-rent/details/47907982/,442,7 bed property to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 3rd Nov 2021,7.0,3.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/49484584/,520,2 bed shared accommodation to rent,"Wheeleys Road, Edgbaston, Birmingham B15",Listed on 3rd Nov 2021,2.0,1.0,,shared accommodation,B15
https://www.zoopla.co.uk//to-rent/details/58731396/,750,1 bed flat to rent,"Oak Tree Lane, Selly Oak, Birmingham B29",Listed on 3rd Nov 2021,1.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/56523304/,403,4 bed property to rent,"Selly Oak, Birmingham, West Midlands B29",Listed on 3rd Nov 2021,4.0,2.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/60112892/,507,2 bed terraced house to rent,"Lottie Road, Selly Oak, Birmingham B29",Listed on 3rd Nov 2021,2.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/56734565/,364,4 bed property to rent,"Metchley Drive, Harborne, Birmingham B17",Listed on 3rd Nov 2021,4.0,1.0,,property,B17
https://www.zoopla.co.uk//to-rent/details/49698366/,464,5 bed property to rent,"Pershore Road, Selly Park, Birmingham B29",Listed on 3rd Nov 2021,5.0,5.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/51882271/,451,6 bed property to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 3rd Nov 2021,6.0,3.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/60112659/,975,3 bed property to rent,"Worlds End Lane, Quinton, Birmingham B32",Listed on 3rd Nov 2021,3.0,,,property,B32
https://www.zoopla.co.uk//to-rent/details/60112530/,2548,6 bed terraced house to rent,"7 Rookery Road, Selly Oak, Birmingham B29",Listed on 3rd Nov 2021,6.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60112508/,825,1 bed flat to rent,"Cutlass Court, Granville Street, Birmingham B1",Listed on 3rd Nov 2021,1.0,1.0,1.0,flat,B1
https://www.zoopla.co.uk//to-rent/details/60112231/,1820,4 bed terraced house to rent,"61 West Drive, Edgbaston, Birmingham B5",Listed on 3rd Nov 2021,4.0,1.0,1.0,terraced house,B5
https://www.zoopla.co.uk//to-rent/details/60112160/,625,1 bed flat to rent,"Queens Court, Gravelly Hill North, Birmingham B23",Listed on 3rd Nov 2021,1.0,1.0,1.0,flat,B23
https://www.zoopla.co.uk//to-rent/details/49516553/,1525,4 bed semi-detached house to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 3rd Nov 2021,4.0,1.0,1.0,semi-detached house,B29
https://www.zoopla.co.uk//to-rent/details/49488715/,2102,5 bed terraced house to rent,"Raddlebarn Road, Selly Oak, Birmingham B29",Listed on 3rd Nov 2021,5.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/56191132/,1100,2 bed flat to rent,"Broadway Residences, 105 Broad Street, Birmingham B15",Listed on 3rd Nov 2021,2.0,1.0,1.0,flat,B15
https://www.zoopla.co.uk//to-rent/details/60111899/,975,2 bed flat to rent,"Lombard Street, Birmingham B12",Listed on 3rd Nov 2021,2.0,1.0,1.0,flat,B12
https://www.zoopla.co.uk//to-rent/details/60111359/,2882,7 bed terraced house to rent,"82 Bournbrook Road, Selly Oak, Birmingham B29",Listed on 3rd Nov 2021,7.0,3.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60111355/,750,2 bed flat to rent,"Ingoldsby Court, 68 Wake Green Road, Moseley, Birmingham B13",Listed on 3rd Nov 2021,2.0,1.0,1.0,flat,B13
https://www.zoopla.co.uk//to-rent/details/45451013/,950,2 bed flat to rent,"Springmeadow Road, Edgbaston, Birmingham B15",Listed on 3rd Nov 2021,2.0,,,flat,B15
https://www.zoopla.co.uk//to-rent/details/60111153/,2730,6 bed terraced house to rent,"Dawlish Road, Selly Oak B29",Listed on 3rd Nov 2021,6.0,3.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60111147/,2058,5 bed semi-detached house to rent,"34 Harrow Road, Selly Oak, Birmingham B29",Listed on 3rd Nov 2021,5.0,2.0,1.0,semi-detached house,B29
https://www.zoopla.co.uk//to-rent/details/60110388/,575,1 bed flat to rent,"Church Road, Moseley B13",Listed on 3rd Nov 2021,1.0,1.0,,flat,B13
https://www.zoopla.co.uk//to-rent/details/60110280/,825,1 bed flat to rent,"Branston Street, Birmingham B18",Listed on 3rd Nov 2021,1.0,1.0,,flat,B18
https://www.zoopla.co.uk//to-rent/details/60110106/,800,1 bed flat to rent,"Branston Street, Birmingham B18",Listed on 3rd Nov 2021,1.0,1.0,,flat,B18
https://www.zoopla.co.uk//to-rent/details/60109911/,725,2 bed flat to rent,"Arden Grove, Ladywood, Birmingham B16",Listed on 3rd Nov 2021,2.0,,,flat,B16
https://www.zoopla.co.uk//to-rent/details/41240861/,775,1 bed flat to rent,"The Quartz Apartments, 10 Hall Street B18",Listed on 3rd Nov 2021,1.0,1.0,,flat,B18
https://www.zoopla.co.uk//to-rent/details/56177142/,950,1 bed flat to rent,"Ludgate Hill, Birmingham B3",Listed on 3rd Nov 2021,1.0,1.0,,flat,B3
https://www.zoopla.co.uk//to-rent/details/60108780/,950,2 bed flat to rent,"The Big Peg, Warstone Lane, Hockley, Birmingham B18",Listed on 3rd Nov 2021,2.0,1.0,1.0,flat,B18
https://www.zoopla.co.uk//to-rent/details/60108427/,449,Room to rent,"Sir Harrys Road, Edgbaston, Birmingham B15",Listed on 3rd Nov 2021,1.0,1.0,1.0,room,B15
https://www.zoopla.co.uk//to-rent/details/60106881/,3783,9 bed shared accommodation to rent,"Dawlish Road, Birmingham B29",Listed on 3rd Nov 2021,9.0,4.0,1.0,shared accommodation,B29
https://www.zoopla.co.uk//to-rent/details/57717718/,925,3 bed semi-detached house to rent,"Lickey Road, Rednal, Birmingham B45",Listed on 3rd Nov 2021,3.0,1.0,2.0,semi-detached house,B45
https://www.zoopla.co.uk//to-rent/details/60105334/,725,3 bed terraced house to rent,"Oliver Road, Erdington, Birmingham B23",Listed on 3rd Nov 2021,3.0,1.0,1.0,terraced house,B23
https://www.zoopla.co.uk//to-rent/details/60105141/,599,Room to rent,"Sir Harrys Road, Edgbaston, Birmingham B15",Listed on 3rd Nov 2021,1.0,1.0,1.0,room,B15
https://www.zoopla.co.uk//to-rent/details/52623359/,700,2 bed flat to rent,"Pershore Road, Selly Park, Birmingham B29",Listed on 3rd Nov 2021,2.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/60105057/,599,Room to rent,"Sir Harrys Road, Edgbaston, Birmingham B15",Listed on 3rd Nov 2021,1.0,1.0,1.0,room,B15
https://www.zoopla.co.uk//to-rent/details/60104746/,40,4 bed shared accommodation to rent,"Holder Road, Yardley, Birmingham B25",Listed on 3rd Nov 2021,4.0,1.0,1.0,shared accommodation,B25
https://www.zoopla.co.uk//to-rent/details/60103912/,350,Room to rent,"Pershore Avenue, Selly Park, Birmingham B29",Listed on 3rd Nov 2021,1.0,,,room,B29
https://www.zoopla.co.uk//to-rent/details/60103211/,500,Room to rent,"Lytham Croft Development, Birmingham B15",Listed on 2nd Nov 2021,1.0,1.0,,room,B15
https://www.zoopla.co.uk//to-rent/details/60101667/,1350,4 bed semi-detached house to rent,"Olorenshaw Road, Birmingham B26",Listed on 2nd Nov 2021,4.0,2.0,2.0,semi-detached house,B26
https://www.zoopla.co.uk//to-rent/details/60101306/,2816,5 bed terraced house to rent,"Ensuite Student Property 2022-2023 Heeley Road, Selly Oak B29",Listed on 2nd Nov 2021,5.0,5.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60101242/,2816,5 bed terraced house to rent,"Ensuite Student Property 2022-2023 Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,5.0,5.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/53637245/,499,Room to rent,"Beaufort Road, Erdington B23",Listed on 2nd Nov 2021,1.0,1.0,,room,B23
https://www.zoopla.co.uk//to-rent/details/60100684/,2535,3 bed flat to rent,"Flat 6 Elliott Apartments, 50 Selly Hill Road, Birmingham B29",Listed on 2nd Nov 2021,3.0,3.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/60100602/,2535,3 bed flat to rent,"Flat 3 Elliott Apartments, 50 Selly Hill Road, Birmingham B29",Listed on 2nd Nov 2021,3.0,3.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/60100529/,2535,3 bed flat to rent,"Flat 1 Elliott Apartments, 50 Selly Hill Road, Birmingham B29",Listed on 2nd Nov 2021,3.0,3.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/60100256/,2535,3 bed flat to rent,"Flat 2 Elliott Apartments, 50 Selly Hill Road, Birmingham B29",Listed on 2nd Nov 2021,3.0,3.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/45883511/,2383,5 bed terraced house to rent,"Fairgreen Way, Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,5.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/58905952/,1907,4 bed terraced house to rent,"Dawlish Road, Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,4.0,1.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60099791/,1500,3 bed end terrace house to rent,"Cala Drive, Birmingham B15",Listed on 2nd Nov 2021,3.0,2.0,,end terrace house,B15
https://www.zoopla.co.uk//to-rent/details/52788594/,2167,4 bed terraced house to rent,"Hubert Croft, Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,4.0,4.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/56195744/,1560,4 bed semi-detached house to rent,"Wellman Croft, Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,4.0,2.0,1.0,semi-detached house,B29
https://www.zoopla.co.uk//to-rent/details/57038662/,1950,5 bed terraced house to rent,"Metchley Drive, Harborne, Birmingham B17",Listed on 2nd Nov 2021,5.0,2.0,1.0,terraced house,B17
https://www.zoopla.co.uk//to-rent/details/60099472/,1350,4 bed semi-detached house to rent,"Tangmere Drive, Birmingham B35",Listed on 2nd Nov 2021,4.0,2.0,1.0,semi-detached house,B35
https://www.zoopla.co.uk//to-rent/details/60099468/,359,5 bed shared accommodation to rent,"Westfield Roaf, Birmingham B14",Listed on 2nd Nov 2021,5.0,2.0,,shared accommodation,B14
https://www.zoopla.co.uk//to-rent/details/60095268/,525,Studio to rent,"Anderson Court, Anderson Road, Bearwood B66",Listed on 2nd Nov 2021,,1.0,,studio,B66
https://www.zoopla.co.uk//to-rent/details/60099359/,1647,4 bed semi-detached house to rent,"Langleys Road, Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,4.0,1.0,1.0,semi-detached house,B29
https://www.zoopla.co.uk//to-rent/details/57615635/,1250,3 bed terraced house to rent,"Gordon Road, Harborne, Birmingham, West Midlands B17",Listed on 2nd Nov 2021,3.0,1.0,1.0,terraced house,B17
https://www.zoopla.co.uk//to-rent/details/60099144/,1400,2 bed flat to rent,"Chamberlain Court, 104 Edmund Street, Birmingham City Centre B3",Listed on 2nd Nov 2021,2.0,2.0,1.0,flat,B3
https://www.zoopla.co.uk//to-rent/details/42658675/,550,1 bed flat to rent,"Rawlings Road, Smethwick, West Midlands B67",Listed on 2nd Nov 2021,1.0,1.0,1.0,flat,B67
https://www.zoopla.co.uk//to-rent/details/60098649/,620,1 bed flat to rent,"Kitts Green Road, Stechford, Birmingham B33",Listed on 2nd Nov 2021,1.0,1.0,,flat,B33
https://www.zoopla.co.uk//to-rent/details/60098744/,775,1 bed flat to rent,"Branston Court, Branston Street, Birmingham B18",Listed on 2nd Nov 2021,1.0,1.0,,flat,B18
https://www.zoopla.co.uk//to-rent/details/60098292/,570,1 bed flat to rent,"Kitts Green Road, Stechford, Birmingham B33",Listed on 2nd Nov 2021,1.0,1.0,,flat,B33
https://www.zoopla.co.uk//to-rent/details/60098228/,650,1 bed flat to rent,"Kitts Green Road, Stechford, Birmingham B33",Listed on 2nd Nov 2021,1.0,1.0,,flat,B33
https://www.zoopla.co.uk//to-rent/details/60098152/,570,1 bed flat to rent,"Kitts Green Road, Stechford, Birmingham B33",Listed on 2nd Nov 2021,1.0,1.0,,flat,B33
https://www.zoopla.co.uk//to-rent/details/60098016/,620,1 bed flat to rent,"Kitts Green Road, Stechford, Birmingham B33",Listed on 2nd Nov 2021,1.0,1.0,,flat,B33
https://www.zoopla.co.uk//to-rent/details/53868450/,775,3 bed terraced house to rent,"Beech Dene Grove, Birmingham B23",Listed on 2nd Nov 2021,3.0,1.0,,terraced house,B23
https://www.zoopla.co.uk//to-rent/details/60097498/,3783,9 bed shared accommodation to rent,"Dawlish Road, Birmingham B29",Listed on 2nd Nov 2021,9.0,4.0,1.0,shared accommodation,B29
https://www.zoopla.co.uk//to-rent/details/57169696/,650,1 bed flat to rent,"A Rocky Lane, Perry Barr, Birmingham B42",Listed on 2nd Nov 2021,1.0,1.0,1.0,flat,B42
https://www.zoopla.co.uk//to-rent/details/60097094/,4853,8 bed semi-detached house to rent,"292 Hubert Road, Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,8.0,8.0,1.0,semi-detached house,B29
https://www.zoopla.co.uk//to-rent/details/60096965/,3640,6 bed terraced house to rent,"216 Dawlish Road, Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,6.0,6.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60096576/,1993,4 bed property to rent,"Rookery Road, Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,4.0,1.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/53267587/,895,2 bed flat to rent,"Ormsby Court, 7 Richmond Hill Road, Edgbaston B15",Listed on 2nd Nov 2021,2.0,1.0,1.0,flat,B15
https://www.zoopla.co.uk//to-rent/details/60096211/,3250,6 bed property to rent,"Rookery Road, Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,6.0,6.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/60095884/,599,Room to rent,"Fentham Road, Erdington, Birmingham B23",Listed on 2nd Nov 2021,1.0,1.0,,room,B23
https://www.zoopla.co.uk//to-rent/details/50531106/,825,3 bed property to rent,"Church Close, Kingshurst, Birmingham B37",Listed on 2nd Nov 2021,3.0,1.0,1.0,property,B37
https://www.zoopla.co.uk//to-rent/details/60095608/,1050,2 bed terraced house to rent,"Poplar Avenue, Kings Heath, Birmingham B14",Listed on 2nd Nov 2021,2.0,1.0,1.0,terraced house,B14
https://www.zoopla.co.uk//to-rent/details/60095481/,1040,4 bed terraced house to rent,"49 Selly Hill Road, Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,4.0,1.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60095352/,1700,2 bed flat to rent,"St James' Court, Lionel Street B3",Listed on 2nd Nov 2021,2.0,2.0,1.0,flat,B3
https://www.zoopla.co.uk//to-rent/details/56791839/,455,5 bed terraced house to rent,"Rotton Park Road, Edgbaston, Birmingham B16",Listed on 2nd Nov 2021,5.0,2.0,,terraced house,B16
https://www.zoopla.co.uk//to-rent/details/49310621/,464,6 bed property to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,6.0,3.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/60095120/,1235,3 bed semi-detached house to rent,"5 Dawlish Road, Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,3.0,2.0,1.0,semi-detached house,B29
https://www.zoopla.co.uk//to-rent/details/49346644/,464,6 bed shared accommodation to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,6.0,3.0,,shared accommodation,B29
https://www.zoopla.co.uk//to-rent/details/53219959/,455,5 bed property to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,5.0,2.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/51656306/,563,5 bed property to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,5.0,5.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/60095002/,2275,5 bed property to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,5.0,2.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/60094983/,2990,6 bed property to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,6.0,6.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/60094979/,1250,4 bed semi-detached house to rent,"Cole Valley Road, Birmingham B28",Listed on 2nd Nov 2021,4.0,2.0,2.0,semi-detached house,B28
https://www.zoopla.co.uk//to-rent/details/60094957/,2444,6 bed property to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,6.0,3.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/60094955/,2444,6 bed property to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,6.0,3.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/60094865/,1040,3 bed property to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,3.0,1.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/60094834/,1131,3 bed property to rent,"Heeley Road, Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,3.0,1.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/60094816/,1144,3 bed property to rent,"Dartmouth Road, Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,3.0,2.0,,property,B29
https://www.zoopla.co.uk//to-rent/details/60094806/,2791,7 bed property to rent,"Bournbrook Road, Selly Oak, Birmingham B29",Listed on 2nd Nov 2021,7.0,4.0,1.0,property,B29
https://www.zoopla.co.uk//to-rent/details/60094029/,425,Room to rent,"Trafalgor Road, Birmingham B24",Listed on 2nd Nov 2021,1.0,1.0,,room,B24
https://www.zoopla.co.uk//to-rent/details/56669798/,775,1 bed flat to rent,"29 Longleat Avenue, Birmingham B15",Listed on 1st Nov 2021,1.0,1.0,1.0,flat,B15
https://www.zoopla.co.uk//to-rent/details/60093238/,795,2 bed property to rent,"Knightwick Crescent, Birmingham B23",Listed on 1st Nov 2021,2.0,1.0,1.0,property,B23
https://www.zoopla.co.uk//to-rent/details/60093223/,700,2 bed flat to rent,"Burnside Way, Birmingham B31",Listed on 1st Nov 2021,2.0,1.0,1.0,flat,B31
